Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2017-18 
CALPADS Fall 1 
Certification Status"
2017-2018,19,64733,0135723,Los Angeles,Los Angeles Unified,"Ednovate - USC College Prep, Pico-Union/Westlake Campus",Unified School District,High Schools (Public),Traditional,N/A,Yes,1843,Directly funded,Y,9,12,106,85,0.801886792,99,0.933962264,106,85,0.801886792,99,0.933962264,Y
2017-2018,19,64733,1930296,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,175,165,0.942857143,173,0.988571429,96,92,0.958333333,95,0.989583333,Y
2017-2018,19,64733,1930387,Los Angeles,Los Angeles Unified,Central High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,503,437,0.868787276,456,0.906560636,220,199,0.904545455,204,0.927272727,Y
2017-2018,19,64733,1930403,Los Angeles,Los Angeles Unified,Whitney Young Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,63,49,0.777777778,52,0.825396825,50,39,0.78,40,0.8,Y
2017-2018,19,64733,1930429,Los Angeles,Los Angeles Unified,View Park Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,66,45,0.681818182,45,0.681818182,46,32,0.695652174,32,0.695652174,Y
2017-2018,19,64733,1930486,Los Angeles,Los Angeles Unified,Moneta Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,49,37,0.755102041,41,0.836734694,37,31,0.837837838,34,0.918918919,Y
2017-2018,19,64733,1930551,Los Angeles,Los Angeles Unified,San Antonio Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,130,123,0.946153846,126,0.969230769,86,80,0.930232558,83,0.965116279,Y
2017-2018,19,64733,1930577,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,58,50,0.862068966,50,0.862068966,42,35,0.833333333,35,0.833333333,Y
2017-2018,19,64733,1930650,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2441,1971,0.807455961,2196,0.899631299,2366,1909,0.806846999,2129,0.899830938,Y
2017-2018,19,64733,1930734,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,75,55,0.733333333,62,0.826666667,57,40,0.701754386,46,0.807017544,Y
2017-2018,19,64733,1930783,Los Angeles,Los Angeles Unified,Phoenix Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,75,52,0.693333333,60,0.8,46,33,0.717391304,36,0.782608696,Y
2017-2018,19,64733,1930791,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,54,39,0.722222222,42,0.777777778,31,23,0.741935484,24,0.774193548,Y
2017-2018,19,64733,1930866,Los Angeles,Los Angeles Unified,Bell Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2609,2206,0.845534688,2451,0.939440399,2530,2135,0.843873518,2376,0.939130435,Y
2017-2018,19,64733,1930924,Los Angeles,Los Angeles Unified,Belmont Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,973,822,0.844809866,865,0.889003083,807,695,0.861214374,728,0.902106568,Y
2017-2018,19,64733,1930940,Los Angeles,Los Angeles Unified,John R. Wooden High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,99,92,0.929292929,98,0.98989899,67,63,0.940298507,67,1,Y
2017-2018,19,64733,1930973,Los Angeles,Los Angeles Unified,Simon Rodia Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,178,146,0.820224719,165,0.926966292,148,121,0.817567568,136,0.918918919,Y
2017-2018,19,64733,1931047,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1119,Directly funded,Y,9,12,3154,2311,0.732720355,2659,0.843056436,3047,2234,0.733180177,2571,0.843780768,Y
2017-2018,19,64733,1931336,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,59,37,0.627118644,40,0.677966102,48,30,0.625,33,0.6875,Y
2017-2018,19,64733,1931377,Los Angeles,Los Angeles Unified,Amelia Earhart Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,87,66,0.75862069,74,0.850574713,55,44,0.8,49,0.890909091,Y
2017-2018,19,64733,1931385,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,60,54,0.9,55,0.916666667,45,40,0.888888889,41,0.911111111,Y
2017-2018,19,64733,1931393,Los Angeles,Los Angeles Unified,Highland Park Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,71,54,0.76056338,58,0.816901408,52,43,0.826923077,45,0.865384615,Y
2017-2018,19,64733,1931435,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,68,54,0.794117647,58,0.852941176,37,27,0.72972973,29,0.783783784,Y
2017-2018,19,64733,1931450,Los Angeles,Los Angeles Unified,Jack London Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,106,105,0.990566038,105,0.990566038,55,54,0.981818182,54,0.981818182,Y
2017-2018,19,64733,1931468,Los Angeles,Los Angeles Unified,Metropolitan Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,84,78,0.928571429,80,0.952380952,57,53,0.929824561,55,0.964912281,Y
2017-2018,19,64733,1931476,Los Angeles,Los Angeles Unified,Canoga Park Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1415,1129,0.797879859,1250,0.883392226,1325,1058,0.798490566,1173,0.885283019,Y
2017-2018,19,64733,1931484,Los Angeles,Los Angeles Unified,Mission Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,65,62,0.953846154,64,0.984615385,38,36,0.947368421,38,1,Y
2017-2018,19,64733,1931500,Los Angeles,Los Angeles Unified,Owensmouth Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,99,80,0.808080808,84,0.848484848,56,46,0.821428571,48,0.857142857,Y
2017-2018,19,64733,1931518,Los Angeles,Los Angeles Unified,George S. Patton Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,63,48,0.761904762,51,0.80952381,49,39,0.795918367,42,0.857142857,Y
2017-2018,19,64733,1931526,Los Angeles,Los Angeles Unified,Carson Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1520,922,0.606578947,1071,0.704605263,1480,889,0.600675676,1036,0.7,Y
2017-2018,19,64733,1931534,Los Angeles,Los Angeles Unified,Will Rogers Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,146,138,0.945205479,140,0.95890411,90,84,0.933333333,86,0.955555556,Y
2017-2018,19,64733,1931559,Los Angeles,Los Angeles Unified,Stoney Point Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,111,90,0.810810811,97,0.873873874,69,60,0.869565217,64,0.927536232,Y
2017-2018,19,64733,1931682,Los Angeles,Los Angeles Unified,Zane Grey Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,76,55,0.723684211,58,0.763157895,44,34,0.772727273,36,0.818181818,Y
2017-2018,19,64733,1931690,Los Angeles,Los Angeles Unified,Independence Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,102,73,0.715686275,76,0.745098039,45,30,0.666666667,31,0.688888889,Y
2017-2018,19,64733,1931708,Los Angeles,Los Angeles Unified,Chatsworth Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1581,Locally funded,N,9,12,1864,1093,0.586373391,1279,0.686158798,1804,1051,0.582594235,1235,0.6845898,Y
2017-2018,19,64733,1931856,Los Angeles,Los Angeles Unified,Whitman Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,68,54,0.794117647,62,0.911764706,30,22,0.733333333,26,0.866666667,Y
2017-2018,19,64733,1931864,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1571,Locally funded,N,9,12,3158,1822,0.576947435,2098,0.664344522,3013,1708,0.566876867,1972,0.654497179,Y
2017-2018,19,64733,1931930,Los Angeles,Los Angeles Unified,Avalon High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,83,72,0.86746988,77,0.927710843,51,43,0.843137255,47,0.921568627,Y
2017-2018,19,64733,1931955,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,71,57,0.802816901,62,0.873239437,59,48,0.813559322,52,0.881355932,Y
2017-2018,19,64733,1931971,Los Angeles,Los Angeles Unified,John Hope Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,71,62,0.873239437,63,0.887323944,56,50,0.892857143,51,0.910714286,Y
2017-2018,19,64733,1931989,Los Angeles,Los Angeles Unified,Monterey Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,62,59,0.951612903,61,0.983870968,36,35,0.972222222,35,0.972222222,Y
2017-2018,19,64733,1931997,Los Angeles,Los Angeles Unified,Odyssey Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,113,99,0.876106195,107,0.946902655,59,53,0.898305085,54,0.915254237,Y
2017-2018,19,64733,1932128,Los Angeles,Los Angeles Unified,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,781,660,0.845070423,698,0.893725992,743,629,0.846567968,666,0.896366083,Y
2017-2018,19,64733,1932250,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,96,77,0.802083333,83,0.864583333,66,51,0.772727273,56,0.848484848,Y
2017-2018,19,64733,1932318,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,71,52,0.732394366,57,0.802816901,52,41,0.788461538,46,0.884615385,Y
2017-2018,19,64733,1932334,Los Angeles,Los Angeles Unified,Jane Addams Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,113,72,0.637168142,86,0.761061947,63,45,0.714285714,56,0.888888889,Y
2017-2018,19,64733,1932342,Los Angeles,Los Angeles Unified,Evergreen Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,74,59,0.797297297,61,0.824324324,38,34,0.894736842,36,0.947368421,Y
2017-2018,19,64733,1932383,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,972,688,0.70781893,722,0.742798354,902,650,0.720620843,682,0.756097561,Y
2017-2018,19,64733,1932623,Los Angeles,Los Angeles Unified,El Camino Real Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1314,Directly funded,Y,9,12,3567,988,0.276983459,1128,0.316232128,3483,963,0.276485788,1101,0.316106804,Y
2017-2018,19,64733,1932821,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,47,43,0.914893617,44,0.936170213,31,27,0.870967742,28,0.903225806,Y
2017-2018,19,64733,1932888,Los Angeles,Los Angeles Unified,Downtown Business High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,1035,761,0.7352657,847,0.818357488,1016,748,0.736220472,832,0.818897638,Y
2017-2018,19,64733,1932920,Los Angeles,Los Angeles Unified,Fairfax Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1918,1360,0.70907195,1532,0.798748697,1853,1316,0.710199676,1482,0.799784134,Y
2017-2018,19,64733,1932987,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2766,2216,0.801156905,2481,0.896963124,2675,2137,0.798878505,2397,0.896074766,Y
2017-2018,19,64733,1933001,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,1573,1285,0.816910362,1424,0.905276542,1567,1279,0.816209317,1418,0.904913848,Y
2017-2018,19,64733,1933118,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1871,1732,0.925708177,1797,0.960448958,1773,1649,0.930062042,1706,0.962210942,Y
2017-2018,19,64733,1933241,Los Angeles,Los Angeles Unified,Gardena Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1431,1100,0.768693222,1220,0.852550664,1375,1053,0.765818182,1169,0.850181818,Y
2017-2018,19,64733,1933381,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2531,2129,0.841169498,2343,0.925721059,2458,2069,0.841741253,2276,0.925956062,Y
2017-2018,19,64733,1933746,Los Angeles,Los Angeles Unified,Granada Hills Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0572,Directly funded,Y,9,12,4739,1612,0.340156151,2312,0.487866639,4653,1577,0.338921126,2262,0.486137975,Y
2017-2018,19,64733,1933795,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1888,1440,0.762711864,1591,0.842690678,1799,1367,0.759866593,1514,0.841578655,Y
2017-2018,19,64733,1933852,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2637,1561,0.591960561,1782,0.675767918,2570,1520,0.591439689,1732,0.673929961,Y
2017-2018,19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1525,1176,0.771147541,1308,0.857704918,1489,1145,0.768972465,1276,0.856950974,Y
2017-2018,19,64733,1934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1500,1319,0.879333333,1416,0.944,1434,1264,0.881450488,1355,0.944909344,Y
2017-2018,19,64733,1934371,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,668,588,0.880239521,616,0.922155689,628,557,0.886942675,584,0.929936306,Y
2017-2018,19,64733,1934454,Los Angeles,Los Angeles Unified,David Starr Jordan Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,518,485,0.936293436,500,0.965250965,481,449,0.933471933,464,0.964656965,Y
2017-2018,19,64733,1935121,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1119,991,0.885612154,1063,0.949955317,1058,940,0.888468809,1005,0.949905482,Y
2017-2018,19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1293,1014,0.784222738,1111,0.859242073,1210,955,0.789256198,1046,0.86446281,Y
2017-2018,19,64733,1935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1408,1242,0.882102273,1283,0.911221591,1304,1158,0.88803681,1197,0.917944785,Y
2017-2018,19,64733,1935568,Los Angeles,Los Angeles Unified,John Marshall Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2396,1547,0.645659432,1816,0.757929883,2331,1505,0.645645646,1767,0.758043758,Y
2017-2018,19,64733,1935865,Los Angeles,Los Angeles Unified,James Monroe High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2185,1882,0.861327231,1996,0.913501144,2027,1754,0.865318204,1861,0.918105575,Y
2017-2018,19,64733,1936160,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2195,1550,0.706150342,1856,0.845558087,2103,1474,0.700903471,1771,0.84213029,Y
2017-2018,19,64733,1936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2501,1668,0.666933227,1859,0.743302679,2429,1612,0.663647592,1800,0.741045698,Y
2017-2018,19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1522,1149,0.754927727,1280,0.840998686,1423,1072,0.753338018,1198,0.841883345,Y
2017-2018,19,64733,1937424,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1267,1137,0.897395422,1209,0.954222573,1180,1060,0.898305085,1131,0.958474576,Y
